RESPID;Q2_How many powerboats do you currently own?;Q2_Cluster_Own a boat?;Q4_Approximately how much did you pay for your current Boat?;Q5_What is the horse power of your engine brand/current boat engine? (the boat you want to buy);Q6_Length of Boat (in Feet);Q8_How would you rate your experience regarding boating?;Q10_During your boating season, how many days out of the year do you typically use your boat;Q11_Gender;Q12_HOUSEHOLD income;Q13_Are you now married, widowed, divorced, separated, never married, or living with a partner?;Q14_Current Employment Status;Q17_Recommend;Q18_PurchaseFuture
421844;2;1;4;4;15;2;40;2;11;1;1;0;1
478151;0;0;1;4;20;1;36;1;15;1;1;1;1
230695;0;0;4;4;30;1;30;1;14;1;6;0;1
224171;0;0;4;4;30;1;30;1;1;1;1;0;1
23409;0;0;5;4;30;2;25;2;12;6;1;0;1
237286;1;1;6;4;23;2;45;1;17;1;1;0;1
228135;1;1;4;4;30;2;40;2;18;6;2;0;1
239141;0;0;7;4;70;3;35;1;19;1;1;0;1
422426;1;1;3;4;19;2;65;2;15;1;4;0;1
489698;0;0;3;4;30;1;26;1;15;1;1;0;1
1154;0;0;2;4;20;1;20;1;1;1;6;1;0
420917;1;1;7;4;40;4;70;1;1;1;6;1;0
5133;0;0;5;4;20;2;24;2;14;6;3;1;0
9910;1;1;4;4;34;2;34;2;10;5;1;0;0
19824;1;1;4;4;20;2;30;2;17;1;1;1;0
3467;1;1;6;4;30;3;25;1;16;1;1;0;0
226811;0;0;4;4;20;2;30;2;13;1;4;0;0
13510;1;1;5;4;20;2;8;2;17;1;4;0;0
14705;2;1;7;4;21;2;12;1;19;1;1;0;0
8667;0;0;2;4;20;1;100;2;11;1;3;0;0
6781;0;0;2;4;30;3;30;2;13;1;2;1;0
1789;1;1;6;4;35;2;45;2;18;1;1;0;0
13876;1;1;4;4;20;2;180;1;19;6;1;0;0
7358;0;0;5;4;20;2;20;2;14;6;1;0;0
3704;0;0;4;4;20;1;1;1;10;1;1;1;0
18627;1;1;4;4;11;3;29;1;13;3;1;1;0
13824;1;1;4;4;20;2;15;2;12;1;4;0;0
10554;1;1;5;4;30;3;60;1;17;1;1;0;0
8861;0;0;7;4;33;2;4;2;18;1;1;0;0
9163;1;1;4;4;20;1;20;1;1;5;3;1;0
16326;0;0;5;4;20;1;25;2;14;1;1;0;0
1687;0;0;4;4;18;2;35;2;11;1;7;0;0
5456;1;1;4;4;20;2;21;1;11;1;1;0;0
11745;1;1;8;4;10;2;25;1;19;1;1;0;0
7507;1;1;3;4;16;2;90;2;15;3;1;0;0
5604;1;1;5;4;5;2;2;2;12;1;2;1;0
12527;1;1;10;4;20;3;50;1;19;5;1;0;0
8474;1;1;2;4;30;2;40;1;1;5;1;1;0
21654;0;0;3;4;30;2;20;2;11;1;1;0;0
14781;1;1;6;4;82;2;5;1;1;2;2;0;0
3151;1;1;4;4;20;3;10;1;15;1;1;0;0
16092;2;1;5;4;20;2;35;1;15;1;5;0;0
7854;1;1;2;4;20;2;30;1;12;5;6;1;0
235668;0;0;3;4;20;1;60;2;12;3;1;1;0
22451;0;0;5;4;30;2;25;2;1;1;6;0;0
6665;0;0;6;4;30;2;40;1;16;5;1;1;0
485703;1;1;4;4;20;2;45;2;13;5;1;0;0
11603;1;1;5;4;18;2;10;1;12;5;1;0;0
23326;0;0;4;4;30;2;25;2;14;6;1;0;0
2491;1;1;2;4;18;1;9;1;13;1;5;1;0
12992;1;1;7;4;4;2;1;2;16;1;2;0;0
234304;1;1;3;4;20;2;90;1;14;5;1;1;0
6025;1;1;3;4;75;3;100;1;12;5;1;0;0
12798;5;1;4;4;5;2;4;1;1;1;1;0;0
5360;0;0;2;4;20;1;50;2;1;1;3;1;0
9498;1;1;3;4;11;2;30;2;12;1;1;0;0
15613;1;1;6;4;33;4;60;1;16;1;1;1;0
20609;1;1;5;4;20;2;25;2;13;1;1;0;0
16626;0;0;5;4;20;2;20;2;17;6;1;0;0
17099;0;0;1;4;33;1;20;1;13;1;1;1;0
13317;0;0;6;4;33;2;50;1;16;1;1;0;0
18592;0;0;1;4;20;1;40;2;10;1;1;0;0
10846;1;1;4;4;20;2;5;1;15;5;1;0;0
20778;1;1;11;4;20;2;2;1;1;6;7;1;0
282;1;1;3;4;20;2;15;2;15;1;1;0;0
6702;1;1;3;4;22;2;70;2;1;5;4;1;0
220606;1;1;2;4;18;2;15;1;16;1;1;0;0
2424;1;1;5;4;23;4;30;1;12;1;1;0;0
11702;1;1;2;4;18;3;150;1;11;3;2;0;0
11850;0;0;6;4;32;2;60;2;16;1;1;0;0
228638;2;1;2;4;18;1;60;2;16;1;5;0;0
3029;1;1;5;4;10;2;1;1;16;1;1;0;0
12953;1;1;4;4;55;2;21;1;1;5;1;0;0
472172;1;1;4;3;20;4;50;2;13;1;1;1;1
472888;1;1;3;3;18;3;20;1;11;1;1;0;1
224400;1;1;3;3;23;3;60;1;15;5;1;1;1
472231;1;1;4;3;23;4;20;1;13;3;1;1;1
478276;1;1;4;3;20;3;30;1;14;1;1;1;1
226635;2;1;4;3;24;3;150;1;16;1;1;0;1
470860;1;1;5;3;30;3;50;2;18;5;6;1;1
483822;2;1;11;3;18;4;50;2;1;1;5;1;1
220047;0;0;4;3;50;1;220;2;1;5;4;1;1
479723;0;0;2;3;25;1;50;2;15;3;1;0;1
482834;0;0;9;3;50;2;35;1;1;3;4;0;1
238936;1;1;2;3;20;4;75;1;17;6;5;0;1
235038;4;1;3;3;20;4;80;1;15;1;2;1;1
223139;4;1;4;3;20;3;50;2;18;1;2;1;1
421871;0;0;11;3;25;2;25;1;16;6;2;0;1
223614;2;1;2;3;25;3;90;1;15;1;5;0;1
470136;0;0;4;3;15;2;90;1;17;1;1;0;1
422903;1;1;3;3;28;3;45;1;12;1;2;1;1
423330;1;1;6;3;25;2;35;2;16;1;1;0;1
227764;1;1;4;3;24;2;33;1;18;1;1;0;1
224771;1;1;6;3;28;4;20;2;15;1;2;1;1
226466;1;1;6;3;27;3;30;1;19;1;1;0;1
225128;1;1;3;3;23;3;45;1;18;6;1;0;1
226933;1;1;4;3;24;3;25;2;19;1;1;1;1
422195;1;1;5;3;20;2;30;1;13;1;1;0;1
233511;0;0;3;3;26;2;15;1;12;5;1;0;1
224615;1;1;4;3;30;3;20;2;17;1;1;1;1
232823;1;1;2;3;17;3;40;2;14;1;2;0;1
230854;2;1;4;3;22;2;40;1;17;1;4;0;1
231710;0;0;5;3;25;2;20;1;17;1;5;0;1
475364;0;0;11;3;22;1;25;2;16;1;4;0;1
472826;1;1;4;3;24;2;30;2;1;1;1;1;1
230428;1;1;2;3;17;2;15;2;15;1;1;1;1
222706;1;1;3;3;17;3;90;1;13;1;1;1;1
477081;1;1;4;3;18;3;60;1;16;1;1;1;1
236089;1;1;11;3;20;2;100;2;12;5;1;0;1
423225;1;1;3;3;17;3;40;2;19;5;1;1;1
421716;1;1;4;3;325;1;25;2;15;1;2;1;1
477622;1;1;2;3;19;2;20;1;17;1;2;0;1
227749;2;1;4;3;20;2;20;1;19;6;1;1;1
226459;1;1;3;3;25;2;15;1;16;1;1;1;1
238442;2;1;4;3;24;3;40;2;15;1;1;1;1
475335;1;1;3;3;18;3;35;1;15;1;1;0;1
240371;1;1;3;3;19;3;60;2;10;3;5;1;1
233623;2;1;7;3;22;2;30;2;19;1;2;0;1
480994;0;0;3;3;27;2;50;2;11;5;1;1;1
23099;1;1;3;3;22;3;40;2;14;1;1;1;1
231292;2;1;2;3;20;2;20;2;14;1;1;0;1
221995;1;1;2;3;16;3;40;2;15;1;1;1;1
227197;1;1;3;3;19;3;40;1;13;1;1;1;1
233466;2;1;3;3;20;3;50;1;16;1;1;1;1
421201;1;1;1;3;17;3;75;2;11;6;1;1;1
233697;1;1;2;3;20;3;60;1;15;1;1;0;1
475891;2;1;3;3;22;2;25;1;17;3;2;0;1
223436;1;1;4;3;24;3;200;2;16;6;1;0;1
488723;2;1;6;3;30;3;30;1;12;5;1;1;1
235037;3;1;4;3;24;3;60;1;18;1;5;1;1
232421;1;1;5;3;30;3;20;2;14;6;1;0;1
225346;1;1;2;3;23;2;30;2;17;1;1;0;1
221341;1;1;4;3;24;3;60;1;15;1;1;1;1
235525;1;1;4;3;22;3;30;1;19;1;5;1;1
228844;1;1;5;3;24;4;30;1;17;4;2;0;1
220670;1;1;11;3;22;1;35;2;16;1;1;1;1
231849;0;0;4;3;50;2;70;2;13;6;1;0;1
228993;2;1;5;3;24;3;60;1;18;1;2;1;1
226992;1;1;3;3;17;1;20;2;19;1;5;0;1
475779;1;1;2;3;22;3;125;1;15;1;5;1;1
239048;1;1;6;3;25;2;35;2;14;6;2;0;1
236636;1;1;5;3;22;3;10;1;18;6;1;0;1
226057;2;1;11;3;21;3;50;1;19;1;5;0;1
471091;1;1;3;3;22;2;10;2;12;1;1;0;1
18982;1;1;3;3;22;3;75;1;17;1;2;0;0
22867;1;1;3;3;25;2;40;1;12;1;7;1;0
6829;1;1;8;3;20;1;200;2;17;3;2;0;0
6496;0;0;5;3;16;3;21;1;15;1;1;1;0
9469;1;1;4;3;24;3;12;1;17;1;1;1;0
13528;0;0;2;3;19;3;35;1;10;3;1;0;0
15978;1;1;5;3;24;3;30;2;18;1;7;0;0
10271;1;1;5;3;21;3;22;2;19;1;1;1;0
4170;1;1;4;3;15;3;60;1;12;5;1;0;0
7153;1;1;3;3;21;2;30;1;14;1;1;0;0
13035;0;0;11;3;15;2;30;1;17;5;2;0;0
8670;1;1;6;3;17;3;40;2;18;1;7;0;0
489488;1;1;3;3;19;2;20;2;13;1;1;0;0
2677;1;1;5;3;50;2;20;2;11;1;1;1;0
13090;1;1;3;3;23;2;54;1;16;2;1;0;0
3774;1;1;8;3;26;2;30;2;16;5;1;1;0
227116;1;1;5;3;26;3;200;1;17;4;2;0;0
5479;0;0;6;3;15;2;16;2;19;1;1;0;0
2094;2;1;4;3;24;4;70;2;16;1;1;1;0
9227;0;0;5;3;15;2;20;1;15;1;1;0;0
9907;2;1;11;3;52;3;120;1;16;1;5;0;0
1938;1;1;2;3;20;3;30;1;11;1;1;0;0
223749;1;1;4;3;22;3;100;2;13;1;1;0;0
17810;2;1;8;3;27;3;170;2;1;5;4;1;0
2211;0;0;4;3;25;3;45;2;11;1;7;1;0
9698;0;0;2;3;21;2;20;1;14;1;1;0;0
472332;0;0;2;3;18;3;25;1;14;1;5;1;0
227748;1;1;3;3;22;2;90;1;19;1;1;0;0
7158;1;1;2;3;24;2;10;2;13;1;7;1;0
3907;2;1;3;3;19;4;80;2;14;3;2;0;0
6299;1;1;4;3;24;2;50;2;16;1;1;0;0
2635;1;1;4;3;19;4;20;2;15;1;7;1;0
19756;0;0;3;3;24;2;20;1;11;1;1;0;0
2796;1;1;7;3;17;2;23;1;17;3;1;0;0
487515;1;1;2;3;17;2;30;1;13;1;1;0;0
23470;0;0;3;3;17;1;15;2;13;1;5;0;0
235071;1;1;3;3;26;2;30;2;1;5;1;0;0
15360;0;0;7;3;20;2;30;1;16;1;1;0;0
16851;0;0;3;3;18;1;20;1;12;1;1;0;0
14959;1;1;3;3;26;3;10;1;16;1;1;0;0
6093;1;1;3;3;16;3;25;2;12;1;4;1;0
4514;1;1;3;3;18;2;8;2;17;5;1;1;0
2859;1;1;3;3;18;3;20;1;16;1;1;0;0
7175;1;1;5;3;20;2;90;2;14;1;1;1;0
8447;0;0;11;3;22;3;20;1;16;6;2;1;0
6491;1;1;3;3;20;2;90;2;13;1;1;0;0
4653;1;1;5;3;22;2;60;2;11;3;1;0;0
228921;1;1;2;3;17;3;20;1;15;4;1;0;0
232077;1;1;4;3;22;2;90;2;15;3;2;1;0
2296;1;1;2;3;18;2;10;1;16;6;2;0;0
5053;0;0;5;3;25;3;75;2;14;1;7;1;0
2017;1;1;3;3;21;3;120;1;14;1;1;0;0
234622;1;1;2;3;22;2;30;1;13;1;2;0;0
1758;1;1;3;3;19;2;50;1;15;1;5;1;0
1582;3;1;4;3;24;3;60;2;17;1;5;0;0
22759;0;0;3;3;23;2;45;1;15;1;1;0;0
19227;0;0;6;3;60;2;40;2;17;3;1;0;0
225277;1;1;3;3;23;3;45;1;15;6;1;1;0
1682;1;1;3;3;21;2;75;1;13;5;2;1;0
22717;1;1;3;3;21;4;25;2;15;1;2;0;0
2508;1;1;4;3;23;3;35;1;13;2;1;1;0
9292;1;1;3;3;24;1;50;2;16;1;5;0;0
236871;2;1;11;3;22;3;200;2;17;1;1;0;0
22572;0;0;5;3;21;2;45;1;14;1;1;0;0
10082;0;0;3;3;20;3;50;2;14;1;2;0;0
222496;1;1;5;3;22;2;40;1;12;1;1;1;0
2821;4;1;3;3;21;3;30;1;17;1;2;0;0
486639;0;0;3;3;25;1;30;1;16;1;1;0;0
19239;0;0;3;3;25;1;15;1;17;6;1;0;0
10685;0;0;4;3;21;2;30;1;13;1;4;0;0
19120;0;0;4;3;25;2;30;1;14;1;5;0;0
224174;1;1;2;3;16;2;100;1;13;1;1;0;0
229727;1;1;2;3;22;2;40;1;15;1;5;0;0
471229;0;0;4;3;23;3;40;2;1;1;7;0;1
235652;1;1;5;3;20;3;200;2;16;6;1;0;1
234403;1;1;6;3;18;3;90;2;1;2;2;1;1
238683;1;1;2;3;20;1;20;2;18;6;1;1;1
471042;0;0;6;3;24;2;40;2;12;1;4;1;1
480364;0;0;1;3;18;2;25;1;1;1;7;0;1
420530;0;0;4;3;25;1;20;1;11;1;1;0;1
224173;1;1;5;3;22;2;20;2;12;5;1;0;1
223120;1;1;3;3;23;2;10;2;16;1;2;1;1
421054;1;1;2;3;19;3;200;2;12;1;5;1;1
421312;0;0;5;3;19;1;20;2;11;3;2;0;1
234369;0;0;2;3;22;3;75;1;19;1;1;0;1
473129;1;1;2;3;20;3;40;2;1;1;5;0;1
481736;1;1;3;3;17;3;30;2;19;1;1;1;1
229529;1;1;4;3;19;2;100;1;17;1;1;0;1
475449;0;0;1;3;15;1;20;1;10;5;1;0;1
241019;0;0;5;3;19;2;35;2;17;1;1;0;1
229804;0;0;11;3;22;2;50;1;16;6;1;0;1
232742;1;1;11;3;20;2;50;1;16;1;1;0;1
239384;1;1;3;3;19;2;25;2;11;1;1;1;1
421513;0;0;2;3;24;2;15;1;11;1;1;0;1
227658;2;1;4;3;19;3;75;2;14;1;1;1;1
485468;0;0;3;3;20;3;25;2;11;1;1;0;1
470886;0;0;4;3;22;3;25;1;15;1;1;1;1
233532;1;1;2;3;20;2;20;1;14;5;1;0;1
475964;0;0;2;3;22;2;25;1;12;1;2;0;1
222370;1;1;3;3;17;3;20;2;17;1;1;1;1
489566;1;1;1;3;50;1;90;2;1;5;2;0;1
234450;1;1;2;3;20;3;30;1;16;1;1;0;1
240969;1;1;2;3;17;2;20;1;18;1;1;0;1
475529;1;1;1;3;21;2;45;2;1;5;1;1;1
237758;1;1;3;3;20;3;50;2;13;6;1;0;1
221027;1;1;5;3;14;2;30;1;12;1;5;0;1
484927;0;0;4;3;24;2;90;1;1;3;6;0;1
475776;0;0;2;3;20;3;60;1;14;1;2;0;1
484996;1;1;11;3;20;3;60;2;13;1;2;0;1
238704;1;1;4;3;19;3;20;1;19;1;1;1;1
240956;1;1;1;3;17;2;20;2;15;1;5;0;1
231233;1;1;3;3;22;2;20;2;12;1;1;0;1
234829;1;1;4;3;22;2;25;1;13;2;5;0;1
485619;0;0;11;3;17;2;60;2;12;1;1;0;1
228186;1;1;7;3;18;2;20;2;17;1;1;0;1
231289;1;1;3;3;20;2;5;2;13;1;7;0;1
221181;1;1;4;3;23;2;25;1;19;1;2;1;1
224842;0;0;2;3;19;1;20;2;14;1;1;1;1
229053;1;1;7;3;18;1;30;1;17;1;1;0;1
470482;1;1;4;3;23;1;80;2;1;3;7;1;1
222531;1;1;2;3;22;2;20;2;13;1;1;0;1
223085;1;1;3;3;20;2;25;2;19;1;2;1;1
474654;2;1;3;3;17;2;25;2;16;1;7;1;1
479390;0;0;1;3;25;1;20;2;13;1;1;0;1
239777;1;1;2;3;21;2;180;1;12;1;5;0;1
230353;0;0;2;3;22;1;30;1;19;1;1;0;1
224024;1;1;3;3;22;1;60;1;16;1;1;1;1
235509;1;1;2;3;18;3;30;2;17;1;2;0;1
227109;1;1;2;3;22;2;20;1;19;1;1;0;1
233469;1;1;11;3;15;1;20;2;15;6;1;0;1
229072;1;1;2;3;18;1;20;1;18;2;1;0;1
9620;1;1;2;3;16;3;20;1;15;1;1;0;0
15136;0;0;11;3;20;2;60;1;16;1;1;0;0
17537;1;1;3;3;21;2;25;1;15;1;1;0;0
2839;0;0;4;3;16;2;100;2;12;6;4;1;0
1283;3;1;5;3;24;3;85;1;12;1;1;0;0
421641;2;1;5;3;22;2;30;2;10;2;2;1;0
1813;0;0;1;3;24;2;30;1;12;1;1;0;0
223070;0;0;5;3;24;2;90;2;17;1;1;0;0
485114;0;0;5;3;27;2;30;1;1;5;1;0;0
14933;1;1;3;3;24;2;30;2;1;5;1;1;0
11132;0;0;4;3;18;3;60;2;17;1;1;0;0
14066;0;0;4;3;18;1;25;2;17;5;1;0;0
484976;1;1;6;3;25;1;30;2;11;6;1;0;0
486314;1;1;4;3;18;1;20;1;12;6;1;0;0
1235;1;1;3;3;24;2;6;2;16;1;2;1;0
6500;1;1;4;3;25;2;80;2;1;5;1;1;0
21928;0;0;3;3;25;1;20;2;16;6;1;0;0
229937;0;0;5;3;25;2;20;2;15;3;1;0;0
222003;0;0;2;3;20;2;30;2;14;1;1;0;0
6022;0;0;11;3;18;2;120;2;11;1;7;1;0
17671;0;0;2;3;20;2;12;1;14;1;5;0;0
18172;0;0;2;3;17;2;30;2;1;1;5;0;0
1746;1;1;2;3;22;2;25;2;13;1;2;0;0
18263;1;1;3;3;20;4;60;1;10;5;1;0;0
12399;0;0;11;3;24;1;30;2;14;1;7;0;0
488317;0;0;2;3;18;2;25;1;1;3;1;0;0
8518;0;0;3;3;17;1;60;2;14;1;5;0;0
485655;2;1;4;3;21;2;70;2;19;1;1;0;0
237406;1;1;2;3;22;2;200;2;14;1;5;0;0
22402;0;0;2;3;24;2;20;1;17;1;1;0;0
9233;1;1;5;3;18;2;20;2;14;1;1;0;0
231833;1;1;3;3;22;3;175;2;13;1;1;0;0
3106;1;1;1;3;14;2;20;2;12;1;5;1;0
422791;0;0;6;3;19;1;2;1;14;5;7;0;0
1313;1;1;4;3;22;2;14;2;16;1;1;0;0
4465;0;0;4;3;24;2;10;1;15;1;2;0;0
221100;1;1;2;3;18;2;30;2;17;1;1;0;0
421208;0;0;2;3;21;3;12;1;11;1;1;1;0
2194;1;1;3;3;20;2;16;2;13;3;1;0;0
22588;1;1;3;3;25;3;12;2;13;1;1;0;0
1759;1;1;2;3;18;3;45;2;12;1;4;0;0
12548;1;1;5;3;14;1;12;1;12;5;1;0;0
5151;0;0;2;3;14;2;52;1;16;3;1;1;0
4983;0;0;5;3;24;2;75;1;16;6;1;0;0
475291;0;0;11;3;24;1;10;1;19;1;5;0;0
16997;0;0;4;3;22;2;25;1;13;1;1;0;0
1946;1;1;2;3;16;2;10;2;1;3;6;1;0
2314;0;0;4;3;22;2;300;2;13;1;4;0;0
2558;1;1;2;3;18;2;20;1;12;1;1;0;0
23599;1;1;1;3;17;1;90;2;13;6;4;0;0
23665;0;0;3;3;15;1;4;2;14;1;1;0;0
484759;0;0;11;3;14;2;52;2;16;1;1;0;0
486497;1;1;3;3;19;2;100;1;12;1;1;0;0
12663;0;0;11;3;25;2;20;1;1;1;4;0;0
239642;2;1;4;3;24;2;60;2;19;3;1;1;0
421055;1;1;4;3;21;2;30;1;13;5;1;1;1
422449;1;1;5;3;21;3;90;2;16;1;1;1;1
422920;1;1;3;3;15;3;30;2;11;1;4;1;1
420969;1;1;11;3;25;3;12;2;1;6;2;1;1
475753;1;1;2;3;16;1;20;2;15;6;7;1;1
222776;0;0;6;3;25;2;30;2;19;1;2;0;1
470987;1;1;5;3;22;3;60;1;17;1;1;1;1
475230;0;0;4;3;18;2;50;1;15;1;1;0;1
238239;1;1;3;3;18;2;50;2;15;6;1;0;1
234589;1;1;2;3;24;3;15;1;16;1;1;0;1
229999;1;1;2;3;16;3;35;1;13;1;1;0;1
472428;2;1;2;3;20;3;175;2;1;2;5;1;1
232079;1;1;2;3;21;3;8;1;19;1;1;1;1
228262;1;1;3;3;17;2;80;1;18;1;1;0;1
478709;1;1;2;3;21;2;40;1;12;1;1;0;1
221414;1;1;6;3;14;2;30;1;16;1;1;0;1
220020;1;1;2;3;18;2;40;1;16;1;1;0;1
230834;2;1;3;3;24;3;40;1;17;6;5;1;1
472854;0;0;4;3;22;1;40;1;16;3;5;1;1
232922;2;1;2;3;13;3;20;1;16;1;1;0;1
220972;1;1;2;3;17;2;20;2;11;1;2;0;1
11083;2;1;5;3;30;3;20;1;11;5;1;1;0
16910;1;1;6;3;22;2;50;2;15;1;2;1;0
2429;1;1;6;3;19;3;24;2;15;1;1;0;0
1642;1;1;3;3;17;2;60;1;1;1;1;1;0
1261;1;1;4;3;20;2;20;2;15;6;1;1;0
7961;1;1;3;3;18;3;140;1;17;1;1;1;0
6073;1;1;5;3;25;2;30;1;12;1;1;1;0
1935;1;1;6;3;18;4;100;2;14;5;1;0;0
1227;1;1;4;3;21;3;50;1;14;1;1;1;0
1846;1;1;2;3;17;3;20;1;14;6;1;1;0
471280;1;1;3;3;17;3;50;1;16;1;1;0;0
3122;1;1;2;3;18;2;200;1;12;1;5;0;0
12606;0;0;3;3;22;1;180;2;12;3;2;0;0
224836;1;1;3;3;19;2;25;2;19;1;1;0;0
15942;1;1;4;3;23;3;30;2;14;1;1;0;0
1573;2;1;11;3;18;3;40;2;13;1;5;0;0
20203;1;1;3;3;22;2;90;2;15;1;1;0;0
2502;1;1;3;3;20;3;30;1;19;1;2;0;0
1025;0;0;2;3;15;2;15;2;11;1;7;0;0
2001;0;0;6;3;30;4;60;1;14;6;1;1;0
1436;1;1;4;3;21;3;100;1;12;1;5;1;0
489428;1;1;3;3;20;1;50;2;17;1;5;0;0
239428;1;1;3;3;19;1;50;2;19;1;5;0;0
17582;0;0;3;3;15;2;20;1;17;1;1;0;0
16001;1;1;5;3;27;3;20;1;15;3;1;0;0
6909;1;1;3;3;22;2;100;1;13;1;5;1;0
489650;3;1;2;3;18;3;150;1;11;1;1;0;0
3556;1;1;1;3;25;1;35;2;16;1;1;0;0
19999;1;1;4;3;23;1;30;2;16;1;1;0;0
11265;0;0;5;3;23;3;100;2;14;5;1;0;0
22404;1;1;1;3;20;3;75;2;13;1;1;0;0
474684;0;0;4;3;24;1;20;1;18;6;1;0;0
240965;1;1;3;3;20;4;20;2;10;1;5;0;0
1437;1;1;3;3;19;3;52;1;13;1;5;1;0
1368;1;1;2;3;17;3;60;2;17;1;2;0;0
480582;2;1;2;3;23;4;12;1;15;1;1;0;0
240624;1;1;2;3;18;3;30;1;19;1;1;1;1
420949;0;0;2;3;50;2;30;2;1;5;2;1;1
232528;1;1;2;3;18;3;20;1;18;1;2;1;1
223775;1;1;2;3;16;4;50;2;14;1;1;1;1
233540;1;1;2;3;16;2;20;1;12;1;2;0;1
422026;1;1;4;3;21;2;40;2;17;1;1;1;1
221213;2;1;3;3;17;3;60;2;15;1;4;1;1
224750;1;1;2;3;17;4;35;1;15;1;5;1;1
237743;1;1;11;3;22;3;25;2;18;1;7;1;1
229614;1;1;11;3;17;2;20;2;16;1;2;1;1
220240;1;1;3;3;19;2;25;1;16;2;1;0;1
236315;1;1;2;3;17;2;40;1;16;1;6;1;1
473821;1;1;3;3;17;3;100;1;13;1;5;1;1
236805;1;1;2;3;20;2;28;2;15;4;5;0;1
479812;1;1;2;3;17;3;20;1;11;1;1;1;1
229642;2;1;5;3;21;4;60;1;19;1;1;1;1
228995;1;1;11;3;20;2;25;2;16;1;1;1;1
226353;0;0;11;3;23;2;60;2;11;1;7;0;1
226518;1;1;3;3;18;3;20;1;16;1;1;0;1
230389;1;1;2;3;26;2;40;2;16;1;1;0;1
486653;1;1;2;3;22;3;15;1;13;1;5;0;1
237930;0;0;2;3;18;2;60;1;13;1;1;0;1
225725;1;1;3;3;20;3;100;2;19;6;1;0;1
229541;1;1;4;3;19;1;20;2;15;3;1;0;1
237785;1;1;3;3;18;3;50;1;15;1;2;1;1
221418;1;1;2;3;17;2;20;1;15;1;5;1;1
229577;2;1;2;3;20;2;15;2;14;1;1;1;1
235724;1;1;3;3;19;4;90;1;14;1;1;1;1
233203;1;1;4;3;22;2;16;1;15;1;5;0;1
225529;0;0;3;3;23;3;20;1;15;1;1;0;1
229403;1;1;3;3;22;3;20;2;19;6;1;0;1
234649;1;1;3;3;22;2;15;2;18;1;1;0;1
485628;1;1;2;3;18;2;50;2;12;1;7;0;1
239381;1;1;3;3;19;3;120;1;12;4;5;1;1
470760;1;1;4;3;18;3;35;1;18;1;5;0;1
229822;2;1;4;3;20;4;40;2;19;1;1;1;1
476233;1;1;2;3;20;3;100;1;10;4;4;1;1
223592;1;1;4;3;22;3;50;1;16;1;2;0;1
472920;2;1;2;3;18;3;30;1;19;1;5;1;1
230051;1;1;11;3;22;4;150;1;14;6;4;1;1
236947;2;1;4;3;20;3;80;1;14;1;5;1;1
229983;1;1;2;3;18;2;60;1;13;1;1;1;1
477275;0;0;2;3;22;2;150;1;10;1;1;0;1
233628;1;1;4;3;15;2;35;1;17;1;1;0;1
474893;1;1;4;3;22;2;10;1;16;1;1;0;1
224770;1;1;3;3;18;2;20;2;17;5;1;1;1
228509;1;1;3;3;18;3;20;1;14;1;1;1;1
220144;1;1;2;3;20;2;90;2;11;1;5;1;1
220458;1;1;3;3;20;3;30;1;13;1;2;1;1
237833;3;1;2;3;24;3;21;1;19;1;1;1;1
226139;1;1;2;3;18;3;200;2;19;1;5;0;1
422185;1;1;5;3;18;2;45;1;12;1;1;0;1
225792;1;1;11;3;60;1;24;1;16;1;1;1;1
239173;1;1;4;3;20;3;20;2;12;1;6;0;1
232968;1;1;6;3;14;2;15;1;15;1;5;0;1
226323;1;1;3;3;18;3;50;1;18;1;1;1;1
229473;1;1;2;3;22;3;50;2;11;1;4;1;1
233457;2;1;4;3;23;4;40;1;15;1;1;0;1
471046;1;1;1;3;20;4;60;1;1;1;4;0;1
220185;1;1;2;3;21;2;25;1;13;3;5;0;1
239886;1;1;2;3;18;2;30;1;13;1;1;0;1
227001;2;1;5;3;21;3;120;2;16;1;2;0;1
227760;1;1;2;3;22;2;200;2;1;6;1;0;1
221639;1;1;4;3;24;3;30;1;17;1;1;0;1
229489;1;1;2;3;22;3;40;1;11;1;5;0;1
229523;1;1;2;3;24;3;24;2;18;1;1;0;1
230099;1;1;2;3;22;2;14;1;18;1;1;0;1
224707;2;1;4;3;17;3;25;1;16;1;5;0;1
237956;1;1;3;3;23;3;15;1;19;1;1;0;1
233386;1;1;2;3;24;2;100;2;1;1;1;1;1
230656;2;1;2;3;19;4;60;1;16;1;1;0;1
227471;1;1;4;3;23;3;50;1;19;3;1;0;1
239188;1;1;2;3;17;3;70;1;16;1;1;1;1
233016;1;1;4;3;19;3;30;2;19;1;1;0;1
477629;1;1;3;3;21;4;45;1;13;1;1;1;1
232028;1;1;5;3;24;2;12;2;1;1;5;1;1
235766;1;1;3;3;24;1;10;2;16;1;5;0;1
480776;1;1;6;3;27;2;30;1;18;1;2;0;1
224746;1;1;3;3;17;3;35;1;15;1;1;0;1
230552;2;1;7;3;21;2;45;1;17;1;1;0;1
225549;0;0;3;3;23;2;30;1;12;1;6;0;1
235024;0;0;4;3;24;2;32;2;15;6;1;0;1
239930;1;1;3;3;24;3;50;2;13;1;1;1;1
1531;1;1;4;3;19;3;120;1;17;1;1;1;0
234353;1;1;2;3;22;2;250;2;14;3;1;1;0
1605;1;1;2;3;15;3;50;2;11;1;7;1;0
19843;1;1;4;3;24;1;60;2;17;1;1;0;0
