RESPID;Q2_How many powerboats do you currently own?;Q2_Cluster_Own a boat?;Q4_Approximately how much did you pay for your current Boat?;Q5_What is the horse power of your engine brand/current boat engine? (the boat you want to buy);Q6_Length of Boat (in Feet);Q8_How would you rate your experience regarding boating?;Q10_During your boating season, how many days out of the year do you typically use your boat;Q11_Gender;Q12_HOUSEHOLD income;Q13_Are you now married, widowed, divorced, separated, never married, or living with a partner?;Q14_Current Employment Status;Q17_Recommend;Q18_PurchaseFuture
1413;1;1;3;2;24;3;90;2;10;1;2;1;0
3079;1;1;4;2;21;1;20;2;17;1;1;0;0
23501;0;0;1;2;35;1;3;2;10;5;1;0;0
11350;0;0;2;2;20;2;50;2;1;3;5;0;0
489424;0;0;1;2;20;1;40;1;11;6;1;0;0
235849;1;1;6;2;30;2;39;2;16;1;1;0;0
13169;0;0;2;2;40;1;30;2;11;6;1;0;0
10213;1;1;3;2;16;2;14;2;11;1;7;1;0
16541;0;0;3;2;12;2;28;1;1;1;7;1;0
18031;0;0;2;2;16;1;30;1;19;1;1;0;0
20966;0;0;4;2;60;3;90;2;16;5;1;0;0
2748;1;1;3;2;20;3;30;2;17;1;5;1;0
2327;1;1;2;2;16;2;50;1;1;5;6;1;0
12683;0;0;3;2;15;1;50;2;11;3;5;0;0
21031;0;0;7;2;20;1;30;1;17;1;4;0;0
1711;1;1;5;2;25;2;50;2;15;1;1;1;0
18202;0;0;1;2;16;1;50;2;12;1;2;0;0
2719;1;1;2;2;18;1;15;2;16;1;7;0;0
6288;1;1;3;2;21;3;25;2;18;1;2;1;0
1399;0;0;1;2;20;2;40;2;12;1;1;1;0
2877;1;1;4;2;30;4;30;2;16;1;1;1;0
22033;0;0;4;2;25;1;30;1;15;1;1;0;0
18855;0;0;1;2;24;2;100;2;1;6;4;0;0
19306;0;0;2;2;25;2;15;1;10;1;1;0;0
224808;1;1;4;2;15;2;100;2;11;6;1;0;0
3803;0;0;6;2;30;2;60;1;19;1;2;0;0
221686;1;1;2;2;20;3;45;2;16;1;5;0;0
2888;1;1;2;2;16;2;5;1;1;3;7;1;0
4923;0;0;3;2;24;2;10;2;14;1;5;1;0
16107;2;1;4;2;21;2;29;1;11;1;6;1;0
222008;0;0;4;2;15;1;30;2;13;1;3;1;0
12147;1;1;3;2;26;2;30;1;15;6;1;0;0
20977;1;1;1;2;13;2;15;2;12;1;5;0;0
8364;1;1;3;2;40;1;20;2;11;1;7;0;0
48;1;1;2;2;24;3;10;2;1;1;1;0;0
23685;0;0;1;2;18;1;40;2;11;1;2;0;0
3218;1;1;11;2;20;1;10;2;15;6;1;0;0
458;0;0;3;2;16;2;30;2;14;5;1;0;0
3948;1;1;4;2;30;2;20;2;12;5;1;0;0
227817;0;0;1;2;20;2;30;1;13;2;6;0;0
481951;1;1;1;2;15;2;10;2;13;1;6;0;0
5232;0;0;1;2;20;1;100;2;13;6;1;0;0
2423;1;1;3;2;22;2;20;2;11;1;6;1;0
477503;1;1;3;2;26;4;30;2;13;1;4;1;0
479092;1;1;3;2;20;4;30;1;10;6;6;0;0
3199;0;0;4;2;20;2;30;1;15;5;1;0;0
17376;1;1;3;2;33;1;7;1;13;1;6;0;0
486685;2;1;11;2;12;1;6;2;13;1;5;0;0
5154;0;0;2;2;18;1;25;2;14;3;2;0;0
2532;1;1;4;2;25;2;20;2;16;1;7;0;0
7932;1;1;2;2;24;2;25;2;16;6;1;0;0
484712;2;1;2;2;20;2;60;2;1;1;5;1;0
950;1;1;3;2;18;2;15;2;16;1;1;0;0
880;1;1;4;2;20;2;10;1;11;1;7;0;0
14297;0;0;2;2;30;1;30;1;16;1;1;0;0
6304;0;0;1;2;17;2;10;2;12;1;6;0;0
9848;0;0;2;2;12;1;70;1;15;1;1;0;0
238875;0;0;5;2;12;1;50;1;14;1;1;0;0
8097;0;0;1;2;26;2;40;2;13;6;1;0;0
1982;1;1;1;2;15;2;5;2;1;1;6;1;0
1575;1;1;4;2;23;2;40;2;16;1;2;0;0
228882;1;1;4;2;18;2;20;1;18;1;1;0;0
1418;1;1;4;2;21;4;20;1;1;5;2;0;0
488013;0;0;1;2;25;2;100;1;1;1;4;0;0
1736;1;1;11;2;30;1;90;2;1;1;7;0;0
12861;0;0;5;2;10;1;250;2;12;1;1;0;0
13819;0;0;2;2;25;1;20;2;13;6;4;0;0
14201;0;0;11;2;12;1;24;1;12;1;5;0;0
21625;1;1;4;2;15;1;110;2;18;1;1;0;0
22716;0;0;2;2;40;2;50;2;1;3;4;0;0
482529;0;0;1;2;20;1;10;2;14;1;5;0;0
482808;0;0;1;2;22;1;10;2;1;5;1;0;0
488055;0;0;4;2;24;2;30;2;12;3;5;0;0
488596;1;1;3;2;17;2;30;1;13;1;1;0;0
3115;0;0;2;2;15;1;25;1;13;5;2;0;0
488475;0;0;3;2;20;3;75;1;12;1;6;0;0
7558;0;0;2;2;24;1;90;1;11;1;1;0;0
18848;1;1;3;2;17;1;15;2;13;3;1;0;0
9490;0;0;1;2;25;1;25;1;1;3;6;0;0
11956;1;1;3;2;22;1;90;2;16;1;5;1;0
3282;0;0;1;2;14;3;100;2;13;1;1;0;0
8535;1;1;8;2;60;3;150;1;19;1;2;0;0
2409;1;1;11;2;18;2;50;2;13;1;2;0;0
230892;1;1;1;2;25;2;30;2;17;1;1;0;0
224979;1;1;2;2;20;2;30;1;1;1;5;0;0
22487;1;1;3;2;30;2;60;2;13;1;1;0;0
220692;0;0;4;2;32;1;36;1;16;1;1;0;0
15030;0;0;4;2;15;1;10;2;1;3;5;0;0
476781;0;0;2;2;15;2;100;2;1;1;1;1;1
230015;1;1;4;2;20;4;45;1;13;1;1;1;1
420656;0;0;3;2;25;2;70;2;1;1;5;1;1
230077;0;0;2;2;20;1;25;1;13;3;1;0;1
421253;1;1;5;2;25;3;30;2;12;1;7;1;1
237757;0;0;2;2;15;2;35;1;18;5;7;0;1
228426;1;1;2;2;20;2;30;2;15;1;1;0;1
224787;3;1;2;2;15;2;60;2;14;1;4;0;1
227387;1;1;5;2;26;3;100;2;19;1;1;0;1
423153;1;1;4;2;30;2;24;1;13;1;5;0;1
471506;1;1;1;2;17;2;45;1;14;1;1;0;1
230100;0;0;2;2;30;2;100;2;11;1;1;0;1
221427;0;0;2;2;24;3;45;1;19;1;1;1;1
237198;0;0;3;2;16;2;25;1;16;1;1;0;1
477936;2;1;11;2;20;3;15;1;12;1;2;0;1
234359;1;1;5;2;27;3;30;1;19;1;5;1;1
472240;1;1;4;2;30;2;20;1;13;1;1;0;1
476701;0;0;2;2;40;2;30;2;1;6;7;0;1
237276;1;1;2;2;20;3;40;2;16;1;2;0;1
221986;1;1;4;2;18;1;10;2;18;1;5;0;1
235532;1;1;3;2;22;2;20;1;15;1;1;0;1
222977;1;1;2;2;17;2;14;1;17;1;5;1;1
232584;1;1;4;2;20;3;20;2;17;1;7;0;1
224078;1;1;4;2;30;3;15;2;15;1;5;1;1
235173;0;0;3;2;20;1;45;2;16;3;1;0;1
483607;2;1;2;2;18;3;50;1;15;1;5;0;1
479610;1;1;3;2;20;2;90;1;1;6;1;1;1
230976;0;0;5;2;42;2;33;2;17;4;1;0;1
422632;1;1;1;2;25;2;30;2;11;6;1;1;1
228519;1;1;4;2;20;1;15;2;16;1;1;0;1
224388;1;1;3;2;22;1;60;2;14;3;1;0;1
223918;1;1;5;2;28;2;20;2;1;1;5;0;1
235228;1;1;2;2;16;3;20;1;13;3;1;1;1
226966;1;1;2;2;20;3;10;2;13;6;3;1;1
222850;0;0;3;2;22;1;50;1;18;1;5;0;1
220265;1;1;4;2;21;3;60;1;15;1;5;0;1
238424;2;1;2;2;26;4;75;1;1;6;7;0;1
226401;1;1;11;2;40;1;40;2;12;1;7;1;1
220708;1;1;7;2;30;2;30;2;16;6;2;0;1
421765;0;0;5;2;20;3;40;2;13;1;1;0;1
234842;1;1;4;2;24;2;50;1;18;1;1;0;1
470302;1;1;2;2;21;3;50;1;11;1;5;1;1
225687;0;0;4;2;27;3;40;1;18;3;2;0;1
226636;1;1;3;2;20;2;50;1;19;1;1;0;1
229782;1;1;3;2;26;3;30;2;19;1;1;1;1
222674;1;1;2;2;20;4;70;1;17;1;5;1;1
471470;0;0;3;2;20;2;10;1;15;1;1;0;1
223103;1;1;2;2;20;2;15;2;13;1;5;0;1
230978;1;1;2;2;20;2;20;2;13;3;5;0;1
224653;1;1;2;2;20;2;60;2;14;1;4;0;1
229371;1;1;2;2;16;3;30;1;12;1;1;0;1
228870;1;1;2;2;14;3;8;1;14;3;1;0;1
483222;2;1;2;2;20;2;36;2;12;3;1;0;1
485348;1;1;3;2;18;3;20;2;16;1;1;0;1
476037;1;1;1;2;16;3;50;1;13;1;4;0;1
472484;1;1;11;2;24;2;200;1;16;1;5;0;1
226021;1;1;2;2;18;3;50;2;17;1;2;0;1
232809;2;1;1;2;14;2;35;1;16;1;7;0;1
422156;0;0;2;2;15;1;25;1;18;1;5;0;1
231616;0;0;4;2;22;2;40;1;18;1;2;0;1
240671;1;1;4;2;22;2;100;1;19;1;1;1;1
12103;1;1;6;2;25;1;25;1;18;1;2;1;0
5839;0;0;2;2;16;3;30;1;1;1;4;1;0
21470;1;1;6;2;40;3;30;2;11;3;2;1;0
15081;1;1;4;2;21;2;100;2;16;1;1;0;0
1545;1;1;5;2;26;3;30;1;17;1;2;1;0
2763;1;1;1;2;24;2;60;1;13;1;4;1;0
814;2;1;5;2;30;2;45;1;14;5;1;1;0
1245;1;1;5;2;24;3;20;1;15;1;5;1;0
17621;0;0;5;2;32;1;90;2;1;1;6;0;0
13029;1;1;3;2;20;3;35;1;16;1;1;0;0
2179;1;1;5;2;22;1;40;1;19;5;1;1;0
21550;1;1;4;2;24;2;12;1;11;1;4;0;0
2023;1;1;4;2;25;3;15;2;14;1;2;1;0
1674;1;1;2;2;16;3;30;1;13;1;1;0;0
6097;2;1;3;2;23;4;20;2;14;1;6;1;0
1326;1;1;2;2;18;2;30;1;16;1;5;0;0
2164;1;1;2;2;24;2;10;2;12;1;5;1;0
485560;3;1;2;2;19;2;30;2;13;1;1;0;0
2171;1;1;1;2;25;2;30;2;14;1;5;0;0
2370;1;1;11;2;20;2;60;2;1;1;1;0;0
484112;3;1;4;2;24;3;30;2;16;1;5;0;0
1387;1;1;4;2;32;1;20;1;14;1;5;0;0
926;1;1;1;2;16;3;18;1;15;1;1;0;0
1462;1;1;3;2;19;2;10;1;17;1;1;0;0
9745;1;1;6;2;16;1;30;1;17;1;1;1;0
5806;1;1;3;2;30;4;30;1;16;1;1;1;0
1485;1;1;11;2;18;3;30;1;14;1;2;0;0
1552;1;1;2;2;18;3;5;1;17;1;1;0;0
489872;2;1;2;2;20;3;10;1;16;1;1;0;0
2107;2;1;3;2;16;1;60;2;17;1;5;0;0
3742;1;1;5;2;26;1;30;2;19;1;7;0;0
6000;2;1;5;2;32;3;92;1;13;1;5;1;0
485991;0;0;4;2;21;2;30;2;18;1;1;0;0
23240;0;0;4;2;25;2;40;2;12;1;1;0;0
487250;0;0;4;2;20;2;45;1;15;1;1;0;0
7400;1;1;3;2;20;3;20;2;10;1;1;0;0
22285;0;0;4;2;20;2;30;2;14;1;2;0;0
1987;1;1;2;2;14;2;30;1;12;1;5;0;0
2751;1;1;2;2;19;3;300;1;11;1;5;0;0
2707;1;1;3;2;24;2;52;2;13;1;5;1;0
7015;2;1;2;2;17;1;60;2;11;1;1;0;0
10346;0;0;11;2;25;2;30;1;1;5;1;0;0
7866;1;1;4;2;30;3;30;1;16;1;1;0;0
223573;1;1;6;2;18;2;6;2;16;1;5;0;0
8263;2;1;11;2;16;1;30;2;18;1;7;1;0
20717;0;0;5;2;20;3;60;1;13;1;5;0;0
487850;0;0;4;2;30;1;90;1;1;6;7;0;0
487124;2;1;2;2;26;3;70;1;14;1;2;0;0
232017;1;1;2;2;14;3;15;2;15;1;1;0;0
1584;1;1;1;2;21;2;30;1;12;1;1;0;0
2099;1;1;3;2;24;3;225;1;16;1;1;0;0
12938;0;0;4;2;20;2;100;2;14;1;5;0;0
8036;0;0;4;2;30;2;60;1;15;5;1;0;0
485014;1;1;1;2;20;2;30;1;1;6;1;0;0
8172;1;1;3;2;18;2;60;2;19;1;1;0;0
22579;1;1;3;2;26;2;14;1;19;1;1;0;0
231720;1;1;2;2;20;3;60;1;10;1;5;1;1
234566;1;1;4;2;16;2;35;1;13;1;1;1;1
235721;1;1;4;2;26;2;24;1;18;1;2;1;1
229530;1;1;5;2;22;3;200;1;18;6;1;0;1
470389;1;1;2;2;18;2;25;1;14;1;1;1;1
226436;1;1;3;2;24;2;56;1;14;3;1;1;1
227071;2;1;2;2;20;4;45;1;16;3;3;1;1
221830;1;1;3;2;20;3;25;1;15;3;1;1;1
239652;1;1;4;2;24;2;20;1;19;1;1;1;1
237050;1;1;1;2;16;2;10;1;16;1;1;1;1
222434;0;0;2;2;20;3;60;1;16;1;1;1;1
220285;1;1;3;2;20;3;90;1;14;1;1;0;1
220806;1;1;2;2;20;3;45;1;16;1;1;0;1
472468;1;1;1;2;16;2;125;2;1;1;5;1;1
470668;2;1;1;2;14;2;15;1;12;1;1;1;1
488229;3;1;1;2;10;3;25;1;13;1;5;1;1
225463;0;0;1;2;20;3;85;1;19;2;1;0;1
479454;0;0;2;2;20;2;30;1;1;1;1;1;1
230745;1;1;3;2;24;4;52;2;13;1;6;1;1
422847;1;1;2;2;26;2;45;1;1;5;1;1;1
231585;1;1;4;2;20;2;1;2;16;1;1;0;1
486869;2;1;2;2;20;3;20;1;13;1;5;0;1
486508;1;1;3;2;21;3;125;1;10;1;5;0;1
227659;0;0;2;2;22;3;80;1;19;1;1;1;1
237253;0;0;3;2;15;2;180;2;1;6;4;1;1
229181;1;1;3;2;21;2;20;1;14;1;5;0;1
236210;1;1;4;2;20;3;30;2;10;6;1;0;1
486739;1;1;3;2;22;4;10;1;1;1;5;0;1
230373;1;1;3;2;22;3;75;2;10;5;1;1;1
232564;1;1;1;2;16;2;15;2;15;1;1;1;1
239721;1;1;5;2;25;3;61;1;17;5;2;1;1
238117;1;1;2;2;17;2;40;1;12;2;2;0;1
222954;2;1;4;2;20;3;50;1;19;1;5;1;1
470876;0;0;1;2;18;4;100;1;1;5;1;1;1
228931;1;1;5;2;35;1;30;1;17;2;1;0;1
222920;1;1;4;2;19;3;35;1;18;1;1;0;1
223944;1;1;5;2;20;3;20;2;19;1;1;0;1
229115;2;1;3;2;19;2;15;1;13;1;1;1;1
481500;1;1;3;2;18;2;30;2;10;1;1;1;1
228812;0;0;2;2;17;1;25;1;12;1;1;0;1
423083;1;1;1;2;20;2;30;1;16;4;1;0;1
224313;1;1;2;2;20;3;7;1;11;5;5;0;1
231333;1;1;6;2;36;2;20;1;15;5;1;1;1
231694;2;1;2;2;22;2;60;2;1;1;5;0;1
420435;1;1;2;2;18;2;30;1;12;1;2;0;1
482798;1;1;4;2;20;3;60;1;12;1;1;1;1
225404;1;1;4;2;21;2;20;1;16;1;1;0;1
226313;1;1;11;2;25;2;50;2;1;1;1;0;1
232099;1;1;5;2;20;3;60;1;16;1;5;1;1
481329;1;1;1;2;16;2;4;2;11;3;1;1;1
224733;1;1;2;2;20;3;45;2;11;1;2;0;1
227844;1;1;3;2;20;1;10;2;16;1;1;0;1
234166;1;1;2;2;16;2;15;2;1;1;1;0;1
485388;1;1;2;2;17;2;5;2;13;1;5;1;1
472105;1;1;2;2;16;3;35;2;10;1;7;0;1
229006;1;1;3;2;26;3;30;2;17;1;1;1;1
480174;1;1;3;2;20;4;150;1;1;1;1;1;1
235105;2;1;11;2;20;2;20;1;1;5;2;0;1
479052;1;1;4;2;17;3;10;1;1;5;1;0;1
471761;1;1;2;2;25;2;40;1;12;6;1;0;1
232119;1;1;4;2;26;3;35;1;19;1;1;1;1
221376;1;1;4;2;20;3;30;1;18;3;2;1;1
471133;0;0;2;2;20;1;10;2;17;1;7;0;1
228771;1;1;3;2;25;4;90;1;16;1;5;1;1
474386;0;0;4;2;22;2;25;2;15;6;1;1;1
230893;0;0;3;2;22;2;60;1;15;1;5;0;1
482572;1;1;3;2;18;2;50;1;17;1;1;0;1
231607;0;0;11;2;40;2;15;1;13;5;4;0;1
472929;1;1;1;2;18;4;30;1;1;1;6;0;1
473066;1;1;1;2;16;2;30;2;15;1;1;1;1
228736;1;1;1;2;18;4;15;2;1;6;1;0;1
236834;0;0;2;2;22;1;15;2;13;1;1;0;1
480685;1;1;3;2;19;3;15;1;19;1;1;1;1
226450;1;1;2;2;18;2;20;1;17;1;5;0;1
477565;1;1;6;2;8;3;60;2;13;1;1;1;1
472062;0;0;2;2;24;2;30;1;10;3;1;1;1
230183;1;1;7;2;34;3;30;2;16;1;6;1;1
221123;1;1;2;2;17;2;80;1;13;1;1;0;1
230038;1;1;6;2;40;2;120;2;19;1;2;1;1
231550;0;0;1;2;18;2;40;1;16;1;2;0;1
225660;1;1;2;2;18;3;30;1;15;1;5;1;1
23289;0;0;6;2;25;2;8;1;12;5;1;0;1
222419;2;1;4;2;35;3;35;2;19;6;1;1;1
237420;3;1;8;2;30;2;50;2;19;1;1;0;1
470432;1;1;1;2;20;2;25;2;14;6;5;1;1
226934;1;1;3;2;24;3;120;2;17;1;1;1;1
489632;0;0;3;2;26;2;25;1;19;1;1;1;1
222052;1;1;4;2;24;2;20;2;19;1;7;0;1
232900;1;1;4;2;26;3;20;1;19;1;1;0;1
473800;1;1;2;2;18;1;45;2;15;5;5;0;1
229349;1;1;11;2;16;3;35;2;19;6;2;0;1
240488;1;1;2;2;20;3;30;1;15;1;2;0;1
480192;1;1;2;2;18;3;25;1;11;5;2;1;1
237333;1;1;2;2;18;2;30;2;16;5;1;0;1
487605;1;1;2;2;17;1;5;1;13;1;5;0;1
23487;1;1;3;2;22;4;60;1;14;1;1;1;1
232507;1;1;2;2;16;3;70;1;16;1;1;0;1
223168;1;1;1;2;14;3;20;2;14;6;2;0;1
223704;1;1;3;2;21;2;20;2;17;1;1;1;1
240667;1;1;2;2;20;3;15;1;13;1;1;0;1
472887;1;1;4;2;22;1;150;1;19;1;1;1;1
236666;1;1;3;2;22;3;10;1;19;1;2;0;1
238660;1;1;3;2;16;3;20;2;16;1;5;0;1
470631;1;1;6;2;23;2;30;1;15;1;4;1;1
224681;1;1;2;2;25;2;20;2;13;6;1;1;1
220355;1;1;2;2;17;2;20;2;18;6;1;0;1
230921;1;1;1;2;10;3;35;1;17;1;5;0;1
226085;0;0;4;2;22;2;30;1;19;1;2;0;1
228583;1;1;8;2;24;3;25;1;16;1;5;1;1
231046;1;1;4;2;25;2;32;2;17;5;1;1;1
479292;0;0;2;2;18;2;30;1;14;1;1;0;1
472781;1;1;2;2;20;3;2;1;13;1;1;1;1
421437;1;1;3;2;12;2;30;2;13;1;1;0;1
231667;1;1;3;2;21;3;15;2;13;3;5;1;1
228945;2;1;2;2;16;2;30;1;14;1;5;0;1
422769;1;1;2;2;32;2;72;1;12;2;5;0;1
232761;0;0;4;2;35;1;15;1;19;1;1;0;1
232884;1;1;5;2;30;3;30;2;18;6;1;1;1
474683;2;1;11;2;15;4;30;2;1;6;6;0;1
232059;0;0;3;2;20;2;75;2;12;1;1;0;1
221083;1;1;3;2;18;2;60;1;14;1;5;0;1
487855;0;0;1;2;16;2;30;1;17;1;1;0;1
487482;2;1;4;2;20;3;38;2;13;1;5;0;1
479715;0;0;4;2;30;2;100;2;1;3;6;0;1
220819;0;0;3;2;24;1;120;1;11;6;6;0;1
233565;1;1;3;2;18;3;100;1;1;1;5;1;1
488760;1;1;1;2;20;1;15;1;15;1;1;0;1
481804;3;1;2;2;20;3;90;1;19;1;1;0;1
224067;1;1;6;2;25;3;200;1;14;1;5;0;1
223027;1;1;6;2;21;2;35;1;16;1;5;0;1
228958;1;1;3;2;16;2;10;1;14;1;1;1;1
239120;1;1;8;2;49;2;50;1;19;3;1;0;1
236611;1;1;2;2;21;1;25;2;18;1;1;0;1
225469;1;1;3;2;17;2;30;2;14;1;1;0;1
489555;0;0;4;2;28;3;40;1;12;1;2;0;1
226478;1;1;4;2;24;2;12;1;1;1;1;0;1
234843;1;1;2;2;21;3;10;1;15;1;1;0;1
230638;1;1;3;2;15;2;20;2;16;1;5;0;1
474873;1;1;1;2;10;1;100;1;14;1;1;0;1
235535;2;1;2;2;16;2;75;1;14;1;1;0;1
222789;1;1;3;2;20;3;50;1;16;1;5;0;1
241031;1;1;4;2;26;3;150;1;19;5;2;1;1
229704;1;1;3;2;19;3;15;1;19;1;1;0;1
223987;0;0;3;2;18;3;45;2;11;6;4;0;1
485730;0;0;3;2;25;2;30;1;15;1;1;0;1
477057;1;1;11;2;17;2;34;1;10;1;7;0;1
486381;1;1;2;2;22;3;45;1;18;1;2;0;1
485736;1;1;2;2;18;1;30;1;13;3;1;0;1
473973;0;0;1;2;16;2;40;1;16;1;1;0;1
222692;3;1;3;2;24;3;60;1;16;5;1;1;1
240935;1;1;4;2;28;4;21;1;17;1;1;1;1
235473;1;1;5;2;26;3;60;1;17;1;2;1;1
220264;1;1;2;2;24;3;30;2;11;3;3;0;1
238044;1;1;7;2;25;2;120;2;19;1;5;1;1
232082;1;1;3;2;20;3;30;1;15;1;1;0;1
232194;1;1;2;2;18;2;40;2;16;1;5;0;1
233068;1;1;4;2;24;3;20;2;12;1;1;1;1
221420;1;1;5;2;50;2;100;2;13;5;3;0;1
220728;1;1;11;2;16;2;40;1;14;1;5;0;1
224035;1;1;3;2;15;3;180;2;13;1;5;1;1
227710;1;1;7;2;35;3;35;1;19;1;1;1;1
480547;1;1;3;2;24;3;15;1;17;1;1;0;1
233155;1;1;3;2;15;2;30;2;14;6;1;0;1
222694;0;0;4;2;22;1;30;1;17;1;1;0;1
487361;2;1;1;2;10;4;240;2;17;1;5;1;1
485621;2;1;2;2;16;2;45;1;14;1;5;0;1
221096;1;1;11;2;21;3;25;1;17;1;1;0;1
470682;1;1;2;2;16;2;15;1;11;1;5;0;1
422468;1;1;3;2;30;2;10;1;10;5;1;0;1
223869;1;1;2;2;21;2;5;1;12;1;2;1;1
473672;1;1;2;2;20;3;25;2;16;1;4;1;1
225493;1;1;1;2;16;2;10;1;1;1;5;0;1
239722;1;1;2;2;20;3;45;1;16;1;5;1;1
227293;1;1;3;2;20;2;40;2;15;1;1;1;1
220668;2;1;2;2;20;3;30;2;16;1;1;1;1
483680;1;1;3;2;18;2;30;2;14;1;5;0;1
226972;0;0;3;2;19;2;60;2;19;1;1;0;1
235472;1;1;4;2;20;3;40;2;16;1;1;0;1
230633;1;1;4;2;26;2;12;1;19;1;1;0;1
471144;0;0;1;2;18;1;17;1;12;3;5;0;1
225619;1;1;1;2;20;2;20;1;14;1;1;1;1
235210;1;1;11;2;18;4;70;2;1;1;5;1;1
224725;2;1;6;2;24;4;25;2;18;1;2;0;1
420661;1;1;3;2;24;4;120;1;14;1;2;0;1
486117;1;1;11;2;30;4;200;2;1;3;1;1;1
422340;1;1;4;2;18;2;15;1;14;1;1;0;1
483625;2;1;2;2;19;3;100;2;15;1;7;0;1
220702;1;1;4;2;26;3;60;2;14;1;2;1;1
472456;1;1;5;2;26;2;15;1;18;1;2;0;1
226624;1;1;3;2;26;3;60;1;19;1;1;1;1
220675;1;1;3;2;18;2;24;2;16;1;5;0;1
240499;0;0;6;2;35;3;15;2;15;1;1;0;1
237676;1;1;3;2;30;2;45;2;16;5;1;0;1
230269;0;0;5;2;20;3;30;1;15;2;1;0;1
226950;0;0;3;2;16;2;45;2;15;1;5;0;1
223834;1;1;11;2;35;1;20;1;14;6;1;0;1
220377;0;0;11;2;20;3;50;2;19;1;7;0;1
229461;1;1;2;2;20;3;60;1;12;1;5;1;1
222997;3;1;3;2;25;4;40;2;12;1;5;1;1
230754;0;0;4;2;25;3;75;2;16;1;1;0;1
470521;0;0;1;2;20;2;24;1;17;1;1;0;1
227723;1;1;1;2;16;2;60;2;14;5;3;0;1
472363;1;1;3;2;22;1;20;1;13;1;1;0;1
231615;1;1;2;2;22;3;100;1;12;1;1;0;1
475367;1;1;2;2;18;2;20;1;12;1;1;1;1
481123;1;1;2;2;16;2;12;1;14;1;1;0;1
222515;1;1;2;2;17;3;30;1;12;2;1;0;1
228484;1;1;4;2;30;2;35;2;17;1;1;0;1
479836;1;1;2;2;16;2;20;2;11;3;1;0;1
480734;1;1;3;2;20;2;1;1;13;6;1;0;1
484911;1;1;3;2;17;3;15;2;18;1;2;0;1
23195;0;0;1;2;14;2;24;2;1;2;5;0;1
221291;1;1;1;2;12;2;20;1;1;1;1;0;1
222214;1;1;2;2;18;2;90;1;1;1;7;0;1
227067;1;1;2;2;18;3;25;2;12;3;1;0;1
235761;1;1;11;2;35;2;15;2;1;1;7;0;1
237496;1;1;2;2;20;2;31;2;17;1;1;0;1
238412;0;0;1;2;15;2;15;1;10;5;1;0;1
470850;1;1;11;2;30;1;30;2;15;6;1;0;1
472472;1;1;1;2;12;2;15;2;12;1;1;0;1
473625;1;1;2;2;24;2;30;1;15;1;5;0;1
476568;0;0;1;2;17;4;40;1;1;5;2;0;1
480214;1;1;1;2;16;3;29;2;1;4;7;0;1
486800;0;0;2;2;30;1;45;2;14;1;1;0;1
234345;2;1;4;2;26;3;30;1;13;5;5;1;1
236540;1;1;1;2;12;2;20;2;16;1;1;0;1
477546;0;0;4;2;21;2;30;1;16;1;1;0;1
470986;1;1;1;2;11;2;90;1;15;1;7;0;1
220927;1;1;6;2;24;2;12;2;16;1;1;0;1
487922;2;1;4;2;16;3;40;1;13;1;5;0;1
476581;0;0;1;2;20;2;30;1;1;3;6;0;1
240943;2;1;3;2;26;3;50;2;10;1;5;1;1
231573;1;1;3;2;20;2;70;1;15;1;1;1;1
232903;2;1;2;2;19;1;10;1;13;1;1;0;1
240743;1;1;5;2;26;2;30;2;17;1;1;1;1
235101;1;1;3;2;21;2;30;1;17;1;1;1;1
480312;3;1;3;2;24;4;30;1;11;3;5;0;1
231901;1;1;4;2;25;2;20;1;1;1;5;0;1
232311;1;1;4;2;20;2;18;2;15;1;1;0;1
239466;1;1;3;2;28;1;10;2;15;1;1;0;1
238024;1;1;3;2;22;2;20;1;1;1;5;0;1
236942;1;1;1;2;12;1;25;1;19;1;1;0;1
229830;1;1;2;2;16;1;24;2;12;1;5;0;1
225239;1;1;2;2;18;2;40;1;17;1;2;1;1
474401;1;1;2;2;25;3;30;1;13;1;1;1;1
474762;1;1;3;2;22;2;50;1;16;1;2;0;1
225593;1;1;3;2;22;2;20;1;18;1;1;0;1
239131;1;1;2;2;17;2;21;2;11;1;5;1;1
231429;1;1;11;2;22;2;90;2;14;3;1;1;1
224886;0;0;3;2;21;3;15;2;13;1;5;0;1
488816;0;0;1;2;16;2;12;1;15;1;1;1;1
223154;1;1;3;2;22;3;90;1;13;1;1;1;1
471047;2;1;1;2;10;3;75;1;17;1;2;1;1
483267;0;0;3;2;17;1;25;2;14;1;1;1;1
229457;1;1;4;2;20;3;40;1;13;3;1;1;1
235126;2;1;3;2;26;3;35;1;17;1;2;1;1
221218;2;1;2;2;16;1;25;2;10;6;4;0;1
485668;1;1;1;2;12;2;35;1;16;1;2;0;1
239695;2;1;2;2;16;2;40;1;18;1;2;0;1
470091;1;1;4;2;24;4;60;1;12;1;1;1;1
228856;1;1;1;2;16;2;30;2;16;1;5;0;1
228818;1;1;2;2;22;1;30;2;11;1;7;0;1
471769;2;1;3;2;19;3;12;1;12;1;1;1;1
483214;0;0;4;2;30;3;35;2;18;1;7;0;1
238616;1;1;8;2;42;2;100;1;19;1;2;0;1
240937;1;1;6;2;32;2;30;1;19;1;5;0;1
227301;1;1;4;2;20;2;30;2;14;1;5;0;1
472465;1;1;2;2;16;3;25;1;16;1;2;1;1
220106;1;1;2;2;17;2;20;1;14;1;5;1;1
